,property_type,tenure,built_year,num_beds,num_baths,size_sqft,total_num_units,lat,lng,subzone,planning_area,price
1268,hdb,99-year leasehold,1985.0,2.0,2.0,720,375.360850381067,1.3313502,103.9096332,kaki bukit,bedok,388500.0
1269,condo,99-year leasehold,2025.0,3.0,2.0,1076,396.0,1.28617715,103.83955002171584,pearl's hill,outram,2568200.0
1270,hdb,99-year leasehold,2001.0,3.0,2.0,1184,375.360850381067,1.3942117,103.8950159,sengkang town centre,sengkang,735000.0
1271,condo,freehold,2024.0,4.0,5.0,2906,54.0,1.30364895,103.82569707868404,tanglin,orchard,14687400.0
1272,hdb,99-year leasehold,2000.0,3.0,2.0,1227,96.0,1.3089461,103.8827881,aljunied,geylang,1016400.0
1273,hdb,99-year leasehold,2017.0,3.0,2.0,1001,420.0,1.4474597,103.80404730873175,woodlands east,woodlands,556500.0
1274,condo,99-year leasehold,2020.0,2.0,2.0,872,920.0,1.4282091,103.8366501,yishun central,yishun,1575000.0
1275,condo,99-year leasehold,2023.0,3.0,3.0,1055,378.0,1.3124025,103.84117158557598,moulmein,novena,2889600.0
1276,hdb,99-year leasehold,2000.0,4.0,2.0,1528,120.0,1.3799865,103.73513104536396,peng siang,choa chu kang,693000.0
1277,hdb,99-year leasehold,2008.0,3.0,2.0,1184,375.360850381067,1.344823,103.7036136071489,jurong west central,jurong west,629000.0
1278,hdb,99-year leasehold,2008.0,3.0,2.0,989,375.360850381067,1.3817884,103.89525085893844,compassvale,sengkang,630000.0
1279,condo,99-year leasehold,1996.0,2.0,2.0,947,1038.0,1.3128118,103.93903292138398,bayshore,bedok,1257900.0
1280,condo,99-year leasehold,2023.0,4.0,3.0,1281,2203.0,1.34485525,103.94762009972254,tampines east,tampines,1994000.0
1281,hdb,99-year leasehold,1996.0,3.0,2.0,1377,87.0,1.3964192,103.7511057,choa chu kang north,choa chu kang,609000.0
1282,hdb executive,99-year leasehold,1988.0,4.0,2.0,1560,60.0,1.3779574,103.7638361,jelebu,bukit panjang,850500.0
1283,condo,99-year leasehold,2015.0,4.0,5.0,2637,583.0,1.32197235,103.94682484218706,bedok south,bedok,3864000.0
1284,terraced house,freehold,2028.0,5.0,5.0,4058,107.0,1.3784672,103.8650612,seletar hills,serangoon,4757600.0
1285,condo,99-year leasehold,2016.0,3.0,2.0,797,582.0,1.32749845,103.944574309318,bedok north,bedok,1352400.0
1286,hdb executive,99-year leasehold,1984.0,3.0,3.0,1506,375.360850381067,1.35816305,103.8886748560665,lorong ah soo,hougang,892500.0
1287,condo,freehold,2023.0,3.0,3.0,1292,39.0,1.3058321,103.8382586,cairnhill,newton,3675000.0
1288,condo,freehold,2016.0,2.0,2.0,775,180.0,1.3157213,103.84160862206242,moulmein,novena,1837500.0
1289,condo,freehold,2023.0,3.0,3.0,1109,45.0,1.2937092,103.8226002,chatsworth,tanglin,3265500.0
1290,hdb,99-year leasehold,2015.0,3.0,2.0,1206,375.360850381067,1.3866613,103.75790273783376,senja,bukit panjang,777000.0
1291,condo,99-year leasehold,2026.0,4.0,4.0,1948,696.0,1.29142015,103.84426811480154,clarke quay,singapore river,5801200.0
1292,condo,99-year leasehold,2024.0,4.0,4.0,1464,558.0,1.29841635,103.85717773862802,bugis,downtown core,3908500.0
1293,hdb,99-year leasehold,2008.0,2.0,2.0,646,375.360850381067,1.2822509,103.8256946,tiong bahru station,bukit merah,774900.0
1294,condo,99-year leasehold,2020.0,3.0,3.0,1109,505.0,1.30705715,103.76849494985083,clementi woods,clementi,1974000.0
1295,executive condo,99-year leasehold,2027.0,3.0,2.0,1001,616.0,1.4349279,103.8452818,yishun east,yishun,1296800.0
1296,condo,freehold,2022.0,2.0,1.0,635,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,1567600.0
1297,hdb,99-year leasehold,2001.0,3.0,2.0,1184,138.0,1.34343065,103.69918530959812,jurong west central,jurong west,596400.0
1298,condo,freehold,2023.0,2.0,1.0,657,69.0,1.3087662,103.8090654,ridout,tanglin,1876600.0
1299,condo,99-year leasehold,2023.0,5.0,4.0,2605,1468.0,1.3171376,103.75970123067364,faber,clementi,4389000.0
1300,hdb,99-year leasehold,2017.0,3.0,2.0,1001,1179.0,1.3095995,103.78404524621212,ghim moh,queenstown,924000.0
1301,executive condo,99-year leasehold,2015.0,3.0,2.0,1023,394.0,1.3763236499999998,103.90337503957532,kangkar,hougang,1449000.0
1302,hdb,99-year leasehold,2017.0,3.0,2.0,1205,375.360850381067,1.44463195,103.83393441790346,sembawang east,sembawang,750800.0
1303,hdb,99-year leasehold,1974.0,3.0,2.0,1259,375.360850381067,1.2906522,103.83260762411332,bukit ho swee,bukit merah,985800.0
1304,condo,99-year leasehold,2021.0,2.0,2.0,743,520.0,1.31987395,103.75248297907127,west coast,clementi,1365000.0
1305,condo,99-year leasehold,2023.0,3.0,3.0,1098,378.0,1.3124025,103.84117158557598,moulmein,novena,2940000.0
1306,condo,99-year leasehold,2024.0,1.0,1.0,527,522.0,1.29773195,103.8559134735316,bugis,downtown core,1632800.0
1307,hdb,99-year leasehold,2000.0,3.0,2.0,1119,116.0,1.37754895,103.73648842046056,peng siang,choa chu kang,509200.0
1308,condo,99-year leasehold,2023.0,1.0,1.0,484,1410.0,1.36679605,103.8865753660334,kovan,hougang,987000.0
1309,hdb,99-year leasehold,2017.0,3.0,2.0,1001,884.0,1.3896689,103.90720810494145,rivervale,sengkang,609000.0
1310,hdb,99-year leasehold,1983.0,3.0,2.0,1011,375.360850381067,1.3461361,103.7341499,yuhua west,jurong east,462000.0
1311,hdb,99-year leasehold,1979.0,3.0,2.0,1054,375.360850381067,1.3710323,103.84178479655928,kebun bahru,ang mo kio,576400.0
1312,semi-detached house,freehold,1978.0,5.0,4.0,2750,41.0,1.3614485,103.8562891,chong boon,ang mo kio,7140000.0
1313,hdb,99-year leasehold,1992.0,4.0,2.0,1607,72.0,1.3715307,103.87476290044684,serangoon north,serangoon,933300.0
1314,hdb,99-year leasehold,1973.0,3.0,2.0,700,375.360850381067,1.3423271,103.84650107946786,toa payoh west,toa payoh,428400.0
1315,hdb,99-year leasehold,1995.0,4.0,2.0,1356,375.360850381067,1.42952295,103.77284340856444,woodgrove,woodlands,609000.0
1316,hdb,99-year leasehold,2017.0,3.0,2.0,1001,375.360850381067,1.4457054500000002,103.83331271790348,sembawang east,sembawang,648900.0
1317,condo,freehold,2007.0,2.0,2.0,807,44.0,1.32335755,103.85039371043337,balestier,novena,1522500.0
1318,hdb,99-year leasehold,1996.0,4.0,2.0,1571,375.360850381067,1.4394424,103.7839848,woodlands regional centre,woodlands,756000.0
1319,terraced house,freehold,1993.0,4.0,3.0,2100,178.0,1.3272326,103.9535176,bedok south,bedok,4126500.0
1320,hdb,99-year leasehold,1994.0,4.0,2.0,1572,60.0,1.32329165,103.86625007702727,bendemeer,kallang,1207500.0
1321,cluster house,99-year leasehold,2011.904761904762,4.0,4.0,2766,78.0,1.3874898,103.8570817,yio chu kang east,ang mo kio,3580500.0
1322,semi-detached house,freehold,2023.621212121212,4.0,5.0,4000,375.360850381067,1.4033097,103.79522269520362,central water catchment,central water catchment,7875000.0
1323,condo,99-year leasehold,2016.0,4.0,4.0,1658,181.0,1.2773432,103.8456501,tanjong pagar,downtown core,6339900.0
1324,apartment,freehold,2023.0,5.0,3.0,1507,58.0,1.3164313,103.8575321,lavender,kallang,3193000.0
1325,condo,freehold,2025.0,3.0,2.0,1227,230.0,1.31730585,103.83260746060152,nassim,tanglin,3578400.0
1326,condo,freehold,2021.2354166666667,4.0,2.0,1496,120.0,1.3129422000000002,103.84155234754564,moulmein,novena,4414900.0
1327,hdb executive,99-year leasehold,2001.0,4.0,2.0,1410,375.360850381067,1.4501476,103.8157699,sembawang central,sembawang,714000.0
1328,hdb,99-year leasehold,1995.0,4.0,3.0,1441,375.360850381067,1.4377016,103.77733635,woodlands west,woodlands,638400.0
1329,condo,99-year leasehold,2025.0,2.0,2.0,829,296.0,1.3116278,103.79388546155636,holland drive,queenstown,2590700.0
1330,hdb,99-year leasehold,2000.0,3.0,2.0,1238,375.360850381067,1.3359523,103.9389362608958,bedok reservoir,bedok,764400.0
1331,condo,99-year leasehold,2017.0,1.0,1.0,495,738.0,1.335582,103.74240553983844,jurong gateway,jurong east,997500.0
1332,apartment,99-year leasehold,2011.0,1.0,1.0,786,312.0,1.27944335,103.84735334399925,cecil,downtown core,1564500.0
1333,condo,99-year leasehold,2026.0,3.0,3.0,1087,407.0,1.3113226999999998,103.85247580094573,kampong java,kallang,2494800.0
1334,hdb,99-year leasehold,1993.0,6.0,3.0,1571,53.0,1.3792504,103.74317346840566,keat hong,choa chu kang,787500.0
1335,hdb,99-year leasehold,2000.0,3.0,2.0,1237,375.360850381067,1.3365429999999998,103.936776679,bedok reservoir,bedok,735000.0
1336,hdb,99-year leasehold,1995.0,3.0,2.0,1173,375.360850381067,1.2934812999999998,103.80480784074145,mei chin,queenstown,787500.0
1337,hdb executive,99-year leasehold,1988.0,3.0,2.0,1560,71.0,1.4254052,103.84562058425318,yishun east,yishun,840000.0
1338,condo,99-year leasehold,2023.0,3.0,2.0,1173,455.0,1.3027702,103.8694351,tanjong rhu,kallang,2994600.0
1339,hdb,99-year leasehold,1971.0,2.0,1.0,613,375.360850381067,1.326123,103.88606316170242,macpherson,geylang,365400.0
1340,hdb,99-year leasehold,2011.0,3.0,2.0,1001,375.360850381067,1.3174606,103.8980768840824,geylang east,geylang,882000.0
1341,condo,freehold,2010.0,1.0,1.0,560,50.0,1.3016469,103.8494406,selegie,rochor,997500.0
1342,hdb,99-year leasehold,2016.0,3.0,2.0,1216,372.0,1.4473779,103.83436595951213,sembawang east,sembawang,722400.0
1343,condo,99-year leasehold,2023.0,2.0,1.0,517,188.0,1.30010805,103.84667445597408,dhoby ghaut,museum,1343000.0
1344,hdb,99-year leasehold,2017.0,3.0,2.0,1001,1179.0,1.30889935,103.7836396897501,ghim moh,queenstown,1155000.0
1345,hdb,99-year leasehold,1997.0,4.0,2.0,1280,375.360850381067,1.35755485,103.93761693557852,tampines west,tampines,687800.0
1346,condo,freehold,2017.0,1.0,1.0,625,109.0,1.2996723,103.8980859838128,marine parade,marine parade,1669500.0
1347,semi-detached house,freehold,2017.0,5.0,6.0,5533,61.0,1.3271261,103.8413274,malcolm,novena,5208000.0
1348,hdb,99-year leasehold,2001.0,3.0,2.0,1291,375.360850381067,1.2892428,103.81554423916955,alexandra hill,bukit merah,892500.0
1349,hdb,99-year leasehold,2016.0,3.0,2.0,1001,375.360850381067,1.39620575,103.88010257645512,fernvale,sengkang,593200.0
1350,hdb executive,99-year leasehold,1995.0,3.0,2.0,1571,375.360850381067,1.3529836,103.93792727936916,tampines west,tampines,1013200.0
1351,condo,freehold,2021.0,4.0,3.0,1291,80.0,1.3455515,103.8815143,upper paya lebar,serangoon,2836400.0
1352,hdb,99-year leasehold,1988.0,3.0,2.0,1119,88.0,1.4180438,103.8405602,yishun south,yishun,525000.0
1353,hdb,99-year leasehold,1978.0,3.0,2.0,1033,155.0,1.31197215,103.76381290114608,clementi central,clementi,627900.0
1354,condo,freehold,2022.0,3.0,2.0,915,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,2205000.0
1355,condo,freehold,2025.0,3.0,3.0,1141,376.0,1.29410615,103.83673469533848,institution hill,river valley,3454500.0
1356,hdb,99-year leasehold,2015.0,3.0,2.0,990,375.360850381067,1.3885442,103.77014789548872,saujana,bukit panjang,567000.0
1357,condo,99-year leasehold,2025.0,2.0,2.0,883,429.0,1.26522915,103.81751884226044,maritime square,bukit merah,2363600.0
1358,semi-detached house,freehold,1998.0,5.0,6.0,5661,375.360850381067,1.3233131,103.84296299566329,balestier,novena,8702400.0
1359,condo,freehold,2025.0,2.0,2.0,700,319.0,1.310429,103.80282102340084,leedon park,bukit timah,1965100.0
1360,condo,99-year leasehold,2023.0,3.0,2.0,1173,455.0,1.3027702,103.8694351,tanjong rhu,kallang,3305400.0
1361,hdb,99-year leasehold,2017.0,2.0,2.0,732,1330.0,1.4015838,103.89583094516632,matilda,punggol,483000.0
1362,cluster house,99-year leasehold,2013.0,4.0,4.0,3034,119.0,1.38772155,103.85533387252032,yio chu kang east,ang mo kio,2940000.0
1363,hdb,99-year leasehold,2017.0,4.0,3.0,1292,432.0,1.4165054,103.8436255,lower seletar,yishun,803300.0
1364,hdb,99-year leasehold,1992.0,3.0,2.0,1130,375.360850381067,1.37373055,103.89721912867071,hougang east,hougang,609000.0
1365,condo,freehold,2022.0,2.0,2.0,624,140.0,1.2963047,103.8321904,leonie hill,river valley,2094800.0
1366,hdb executive,99-year leasehold,1984.0,3.0,3.0,1528,375.360850381067,1.32392005,103.77054803625042,sunset way,clementi,1071000.0
1367,hdb,99-year leasehold,1987.0,4.0,2.0,1571,70.0,1.4139485,103.83528858080246,yishun south,yishun,852600.0
1368,condo,99-year leasehold,2027.0,4.0,3.0,1302,158.0,1.3252767,103.9326308,bedok north,bedok,2730000.0
1369,condo,freehold,2026.0,2.0,2.0,721,137.0,1.3159484,103.8575892,lavender,kallang,1419600.0
1370,apartment,freehold,2017.0,1.0,1.0,463,136.0,1.31651885,103.75757090557371,west coast,clementi,861000.0
1371,hdb,99-year leasehold,1987.0,3.0,2.0,1303,133.0,1.4361308,103.83188287034918,yishun west,yishun,577500.0
1372,hdb,99-year leasehold,2012.0,2.0,2.0,721,375.360850381067,1.3822798500000002,103.88013707556334,trafalgar,hougang,472500.0
1373,executive condo,99-year leasehold,2013.0,3.0,3.0,1066,573.0,1.3813785,103.89119243071497,compassvale,sengkang,1626300.0
1374,condo,freehold,2023.0,2.0,2.0,732,85.0,1.3120762,103.8040548,tyersall,tanglin,2047500.0
1375,hdb,99-year leasehold,1978.0,3.0,3.0,990,131.0,1.3295124,103.9404260619816,bedok north,bedok,519800.0
1376,executive condo,99-year leasehold,2027.0,3.0,2.0,960,616.0,1.4349279,103.8452818,yishun east,yishun,1053400.0
1377,condo,99-year leasehold,2024.0,3.0,2.0,904,558.0,1.29841635,103.85717773862802,bugis,downtown core,2677500.0
1378,corner terrace,freehold,1980.0,3.0,2.0,2500,1063.0,1.3750017,103.8323204,sembawang hills,ang mo kio,5124000.0
1380,hdb,99-year leasehold,2017.0,3.0,2.0,1001,375.360850381067,1.3465113,103.7523575,bukit batok central,bukit batok,787500.0
1381,hdb,99-year leasehold,1992.0,4.0,2.0,1302,375.360850381067,1.3789588,103.8967922,hougang east,hougang,787500.0
1382,hdb,99-year leasehold,2017.0,3.0,2.0,1205,837.0,1.40214335,103.91760552385496,waterway east,punggol,743400.0
1383,corner terrace,freehold,1980.0,6.0,6.0,4728,375.360850381067,1.3196642,103.92376598402689,frankel,bedok,7560000.0
1384,hdb,99-year leasehold,1974.0,2.0,1.0,753,375.360850381067,1.3219458,103.8710313,geylang bahru,kallang,377900.0
1385,hdb,99-year leasehold,1988.0,3.0,2.0,1162,110.0,1.4300202999999998,103.83970542699956,yishun east,yishun,561800.0
1386,executive condo,99-year leasehold,2027.0,5.0,4.0,1593,616.0,1.4349279,103.8452818,yishun east,yishun,2072700.0
1387,condo,freehold,2023.0,3.0,2.0,958,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,3009300.0
1388,hdb,99-year leasehold,1998.0,3.0,2.0,979,375.360850381067,1.44360185,103.79663065263762,woodlands east,woodlands,504000.0
1389,hdb,99-year leasehold,2006.0,3.0,2.0,914,247.0,1.2938117,103.80781216400966,margaret drive,queenstown,870300.0
1390,condo,99-year leasehold,2023.0,1.0,1.0,560,455.0,1.3027702,103.8694351,tanjong rhu,kallang,1762000.0
1391,hdb,99-year leasehold,1996.0,3.0,2.0,1162,77.0,1.3987241,103.7471779,yew tee,choa chu kang,514500.0
1392,condo,99-year leasehold,2024.0,3.0,2.0,1270,298.0,1.29988105,103.88811428633838,mountbatten,marine parade,3238200.0
1393,semi-detached house,freehold,2008.8552631578948,6.0,3.0,3100,375.360850381067,1.3357523,103.8078211,hillcrest,bukit timah,8379000.0
1394,condo,99-year leasehold,2025.0,3.0,2.0,1076,396.0,1.28617715,103.83955002171584,pearl's hill,outram,2394000.0
1395,corner terrace,freehold,1990.0,3.0,3.0,3068,456.0,1.31193765,103.80627127437712,tyersall,tanglin,6510000.0
1396,hdb,99-year leasehold,1991.0,3.0,2.0,1130,375.360850381067,1.3768779,103.8934395,hougang east,hougang,512400.0
1397,hdb,99-year leasehold,2016.0,3.0,2.0,990,375.360850381067,1.32217075,103.73776996617468,teban gardens,jurong east,575400.0
1398,condo,freehold,2023.0,2.0,2.0,743,85.0,1.3120762,103.8040548,tyersall,tanglin,2078000.0
1399,hdb,99-year leasehold,1999.0,3.0,2.0,1517,375.360850381067,1.38203645,103.90118343541651,rivervale,sengkang,840000.0
1400,hdb,99-year leasehold,1984.0,3.0,2.0,1098,375.360850381067,1.30745145,103.88965680430088,aljunied,geylang,840000.0
1401,condo,99-year leasehold,2012.0,3.0,3.0,1249,616.0,1.3596146,103.84594224127764,marymount,bishan,2268000.0
1402,bungalow,freehold,1977.0,5.0,3.0,5000,118.0,1.35023625,103.99750965751522,changi airport,changi,12589300.0
1403,executive condo,99-year leasehold,2017.0,3.0,3.0,1345,561.0,1.43200585,103.80079993797892,woodlands south,woodlands,1575000.0
1404,condo,99-year leasehold,2026.0,1.0,1.0,484,115.0,1.3404645,103.88373309629344,joo seng,toa payoh,1695800.0
1405,hdb,99-year leasehold,1993.0,3.0,2.0,1119,72.0,1.38346145,103.74477081616376,choa chu kang central,choa chu kang,617400.0
1406,condo,freehold,2024.0,1.0,1.0,484,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,1540800.0
1407,hdb,99-year leasehold,2017.0,3.0,2.0,1001,1057.0,1.3949801,103.9107893,punggol field,punggol,660300.0
1408,hdb,99-year leasehold,1976.0,3.0,2.0,1356,375.360850381067,1.2723789,103.81066410657309,telok blangah drive,bukit merah,974400.0
1409,hdb,99-year leasehold,1979.0,3.0,2.0,1001,2612.0,1.37123615,103.85296098947214,cheng san,ang mo kio,1044800.0
1410,semi-detached house,freehold,2015.5,5.0,4.0,4200,375.360850381067,1.33198165,103.87447457471669,sennett,toa payoh,7741600.0
1411,condo,freehold,2024.0,4.0,4.0,1324,85.0,1.3307095,103.8683907,potong pasir,toa payoh,3146200.0
1412,condo,99-year leasehold,2022.0,2.0,2.0,742,1399.0,1.3178829,103.90317670322858,geylang east,geylang,1638000.0
1413,hdb executive,99-year leasehold,1986.0,4.0,3.0,1572,375.360850381067,1.327212,103.90385838129563,kampong ubi,geylang,945000.0
1414,hdb,99-year leasehold,2016.0,3.0,2.0,1000,714.0,1.4464791,103.8328432024299,sembawang east,sembawang,672000.0
1415,hdb,99-year leasehold,2013.0,3.0,2.0,1021,375.360850381067,1.40169935,103.91283341535988,waterway east,punggol,577500.0
1417,semi-detached house,99-year leasehold,2022.0,6.0,6.0,4865,53.0,1.36703,103.88996647282468,hougang central,hougang,4229400.0
1418,hdb,99-year leasehold,2015.0,1.0,1.0,484,375.360850381067,1.44902,103.80102017255734,woodlands east,woodlands,357000.0
1419,condo,99-year leasehold,2023.0,3.0,3.0,1216,455.0,1.3027702,103.8694351,tanjong rhu,kallang,3492300.0
1420,hdb,99-year leasehold,1985.0,2.0,2.0,1421,375.360850381067,1.3484159,103.74601470220308,bukit batok central,bukit batok,722400.0
1421,condo,99-year leasehold,2023.0,4.0,4.0,1518,378.0,1.3124025,103.84117158557598,moulmein,novena,3674000.0
1422,condo,freehold,2015.0,1.0,1.0,656,222.0,1.3108418,103.91424071786366,frankel,bedok,1260000.0
1423,condo,99-year leasehold,2026.0,3.0,3.0,1076,407.0,1.31064045,103.85214926006608,kampong java,kallang,2467500.0
1424,condo,freehold,2025.0,3.0,3.0,1141,376.0,1.29410615,103.83673469533848,institution hill,river valley,4133800.0
1425,hdb,99-year leasehold,1983.1882352941177,2.0,2.0,730,375.360850381067,1.3711215,103.85250601385314,cheng san,ang mo kio,735000.0
1426,condo,99-year leasehold,2023.0,1.0,1.0,624,188.0,1.30010805,103.84667445597408,dhoby ghaut,museum,1700000.0
1427,condo,99-year leasehold,2026.0,4.0,4.0,1463,487.0,1.3707978,103.9469571,pasir ris central,pasir ris,2507400.0
1428,hdb,99-year leasehold,2001.0,4.0,2.0,1345,375.360850381067,1.3896229,103.88741389703412,anchorvale,sengkang,714000.0
1429,semi-detached house,freehold,2008.0,5.0,5.0,5000,375.360850381067,1.3560099,103.8879805,lorong ah soo,hougang,7233300.0
1430,hdb,99-year leasehold,2015.0,3.0,2.0,1001,578.0,1.45090595,103.82724259271592,admiralty,sembawang,561800.0
1431,condo,99-year leasehold,2024.0,3.0,2.0,1206,298.0,1.29988105,103.88811428633838,mountbatten,marine parade,2888600.0
1432,condo,freehold,2023.0,2.0,1.0,657,34.0,1.3578152,103.88106448575482,kovan,hougang,1260000.0
1433,hdb,99-year leasehold,1995.0,5.0,2.0,1905,375.360850381067,1.4281394,103.7728876,woodgrove,woodlands,1047900.0
1434,condo,99-year leasehold,2024.0,2.0,2.0,732,460.0,1.3660231,103.77507192428756,dairy farm,bukit panjang,1260000.0
1435,condo,freehold,2022.0,3.0,2.0,938,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,2152500.0
1436,hdb,99-year leasehold,2000.0,3.0,2.0,947,98.0,1.4526156,103.81575039614098,sembawang north,sembawang,472500.0
1437,hdb executive,99-year leasehold,1999.0,3.0,3.0,1539,375.360850381067,1.44441875,103.8022684314834,woodlands east,woodlands,829500.0
1438,hdb,99-year leasehold,2013.0,3.0,2.0,1033,375.360850381067,1.4057843,103.9065487,punggol town centre,punggol,630000.0
1439,executive condo,99-year leasehold,2027.0,3.0,2.0,1001,616.0,1.4342184,103.8445323,yishun east,yishun,1255800.0
